date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Sep-15-2024 to Sep-21-2024,CO,Lower Latham Reservoir,81.43,40.34583,-104.639,224361,2024-09-15,2024-09-21,Lower Latham Reservoir </br> 81.43%
Sep-15-2024 to Sep-21-2024,CO,Empire Reservoir,78.47,40.2678,-104.163,224443,2024-09-15,2024-09-21,Empire Reservoir </br> 78.47%
Sep-15-2024 to Sep-21-2024,CO,Milton Reservoir,46.33,40.2264,-104.642,224573,2024-09-15,2024-09-21,Milton Reservoir </br> 46.33%
Sep-15-2024 to Sep-21-2024,CO,Standley Lake,3.91,39.86374,-105.124,228235,2024-09-15,2024-09-21,Standley Lake </br> 3.91%
Sep-15-2024 to Sep-21-2024,CO,Barr Lake,31.59,39.94319,-104.764,228919,2024-09-15,2024-09-21,Barr Lake </br> 31.59%
Sep-15-2024 to Sep-21-2024,CO,Cherry Creek Lake,12.63,39.64032,-104.855,229217,2024-09-15,2024-09-21,Cherry Creek Lake </br> 12.63%
Sep-15-2024 to Sep-21-2024,OK,Lake Hefner,11.22,35.56682,-97.5951,253350,2024-09-15,2024-09-21,Lake Hefner </br> 11.22%
Sep-15-2024 to Sep-21-2024,MI,Round Lake,2.31,46.15092,-86.7447,271501,2024-09-15,2024-09-21,Round Lake </br> 2.31%
Sep-15-2024 to Sep-21-2024,OK,Shell Lake,63.69,36.19126,-96.1797,368347,2024-09-15,2024-09-21,Shell Lake </br> 63.69%
Sep-15-2024 to Sep-21-2024,OK,Webbers Falls Reservoir,1.88,35.60737,-95.221,381408,2024-09-15,2024-09-21,Webbers Falls Reservoir </br> 1.88%
Sep-15-2024 to Sep-21-2024,OK,Canton Lake,80.49,36.12569,-98.6147,389774,2024-09-15,2024-09-21,Canton Lake </br> 80.49%
Sep-15-2024 to Sep-21-2024,OK,Tenkiller Lake,1.45,35.7169,-94.9482,399680,2024-09-15,2024-09-21,Tenkiller Lake </br> 1.45%
Sep-15-2024 to Sep-21-2024,OK,Tenkiller Ferry Lake,1.94,35.63059,-95.0342,402142,2024-09-15,2024-09-21,Tenkiller Ferry Lake </br> 1.94%
Sep-15-2024 to Sep-21-2024,OK,Lake Murray,2.61,34.07157,-97.0757,423160,2024-09-15,2024-09-21,Lake Murray </br> 2.61%
Sep-15-2024 to Sep-21-2024,OK,Stanley Draper Lake,5.26,35.35016,-97.356,481582,2024-09-15,2024-09-21,Stanley Draper Lake </br> 5.26%
Sep-15-2024 to Sep-21-2024,OK,Lake Thunderbird,63.52,35.23374,-97.2577,481656,2024-09-15,2024-09-21,Lake Thunderbird </br> 63.52%
Sep-15-2024 to Sep-21-2024,OK,Lake McMurtry,17.16,36.18245,-97.1858,491560,2024-09-15,2024-09-21,Lake McMurtry </br> 17.16%
Sep-15-2024 to Sep-21-2024,OK,Lake Carl Blackwell,59.9,36.13618,-97.228,491604,2024-09-15,2024-09-21,Lake Carl Blackwell </br> 59.9%
Sep-15-2024 to Sep-21-2024,OK,Lake McAlester,5.85,35.03047,-95.8296,510415,2024-09-15,2024-09-21,Lake McAlester </br> 5.85%
Sep-15-2024 to Sep-21-2024,OK,S Lake Eufaula,15.65,34.95741,-95.6102,513979,2024-09-15,2024-09-21,S Lake Eufaula </br> 15.65%
Sep-15-2024 to Sep-21-2024,OK,Dripping Springs Lake,2.1,35.56111,-96.1173,534887,2024-09-15,2024-09-21,Dripping Springs Lake </br> 2.1%
Sep-15-2024 to Sep-21-2024,OK,South Lake,1.62,34.0705,-95.4183,592596,2024-09-15,2024-09-21,South Lake </br> 1.62%
Sep-15-2024 to Sep-21-2024,OK,Pine Creek Reservoir,46.36,34.15248,-95.103,617546,2024-09-15,2024-09-21,Pine Creek Reservoir </br> 46.36%
Sep-15-2024 to Sep-21-2024,OK,Broken Bow Lake,1.6,34.21277,-94.6843,630011,2024-09-15,2024-09-21,Broken Bow Lake </br> 1.6%
Sep-15-2024 to Sep-21-2024,OK,Lake Ellsworth,51.61,34.82354,-98.3534,672210,2024-09-15,2024-09-21,Lake Ellsworth </br> 51.61%
Sep-15-2024 to Sep-21-2024,OK,Lake Lawtonka,59.1,34.75722,-98.5078,672260,2024-09-15,2024-09-21,Lake Lawtonka </br> 59.1%
Sep-15-2024 to Sep-21-2024,OK,Fort Cobb Reservoir,68.63,35.19674,-98.483,681831,2024-09-15,2024-09-21,Fort Cobb Reservoir </br> 68.63%
Sep-15-2024 to Sep-21-2024,ME,Long Lake,4.18,46.625,-69.3767,717696,2024-09-15,2024-09-21,Long Lake </br> 4.18%
Sep-15-2024 to Sep-21-2024,ME,Clear Lake,2.84,46.52027,-69.1287,717824,2024-09-15,2024-09-21,Clear Lake </br> 2.84%
Sep-15-2024 to Sep-21-2024,ME,Heron-Churchill Lakes,1.36,46.37289,-69.3412,719480,2024-09-15,2024-09-21,Heron-Churchill Lakes </br> 1.36%
Sep-15-2024 to Sep-21-2024,ME,Pleasant Lake,1.87,46.47316,-69.1799,719490,2024-09-15,2024-09-21,Pleasant Lake </br> 1.87%
Sep-15-2024 to Sep-21-2024,ME,Spider Lake,1.67,46.44826,-69.2087,719500,2024-09-15,2024-09-21,Spider Lake </br> 1.67%
Sep-15-2024 to Sep-21-2024,ME,Haymock Lake,1,46.30324,-69.1849,719644,2024-09-15,2024-09-21,Haymock Lake </br> 1%
Sep-15-2024 to Sep-21-2024,ME,Indian Pond,0.86,46.25543,-69.2934,719684,2024-09-15,2024-09-21,Indian Pond </br> 0.86%
Sep-15-2024 to Sep-21-2024,ME,Long Lake,1.45,47.20638,-68.241,723898,2024-09-15,2024-09-21,Long Lake </br> 1.45%
Sep-15-2024 to Sep-21-2024,ME,Mud Lake,0.98,47.15382,-68.292,723936,2024-09-15,2024-09-21,Mud Lake </br> 0.98%
Sep-15-2024 to Sep-21-2024,ME,Square Lake,1.46,47.06451,-68.4067,723938,2024-09-15,2024-09-21,Square Lake </br> 1.46%
Sep-15-2024 to Sep-21-2024,ME,Fish River Lake,3.41,46.82865,-68.7736,725058,2024-09-15,2024-09-21,Fish River Lake </br> 3.41%
Sep-15-2024 to Sep-21-2024,ME,Portage Lake,2.83,46.78602,-68.5091,725074,2024-09-15,2024-09-21,Portage Lake </br> 2.83%
Sep-15-2024 to Sep-21-2024,KS,Perry Lake,10.34,39.18347,-95.4522,746373,2024-09-15,2024-09-21,Perry Lake </br> 10.34%
Sep-15-2024 to Sep-21-2024,ME,Madawaska Lake,11.26,47.02536,-68.2131,802433,2024-09-15,2024-09-21,Madawaska Lake </br> 11.26%
Sep-15-2024 to Sep-21-2024,ME,Squapan Lake,3.16,46.54401,-68.2436,803413,2024-09-15,2024-09-21,Squapan Lake </br> 3.16%
Sep-15-2024 to Sep-21-2024,ME,Millinocket Lake,1.08,46.29874,-68.8853,806283,2024-09-15,2024-09-21,Millinocket Lake </br> 1.08%
Sep-15-2024 to Sep-21-2024,ME,Umcolcus Lake,2.19,46.28783,-68.4356,806301,2024-09-15,2024-09-21,Umcolcus Lake </br> 2.19%
Sep-15-2024 to Sep-21-2024,ME,Millimagassett Lake,0.51,46.28425,-68.7835,806311,2024-09-15,2024-09-21,Millimagassett Lake </br> 0.51%
Sep-15-2024 to Sep-21-2024,ME,Meduxnekeag Lake,1.6,46.09414,-68.0295,817877,2024-09-15,2024-09-21,Meduxnekeag Lake </br> 1.6%
Sep-15-2024 to Sep-21-2024,OK,Lake Yahola,15.63,36.22022,-95.9341,847048,2024-09-15,2024-09-21,Lake Yahola </br> 15.63%
Sep-15-2024 to Sep-21-2024,CO,Holbrook Reservoir,42.23,38.06316,-103.61,914071,2024-09-15,2024-09-21,Holbrook Reservoir </br> 42.23%
Sep-15-2024 to Sep-21-2024,CO,Turquoise Lake,3.25,39.26924,-106.383,916247,2024-09-15,2024-09-21,Turquoise Lake </br> 3.25%
Sep-15-2024 to Sep-21-2024,CO,Twin Lakes,1.82,39.08425,-106.333,916361,2024-09-15,2024-09-21,Twin Lakes </br> 1.82%
Sep-15-2024 to Sep-21-2024,CO,Twin Lakes Reservoir,2.2,39.07928,-106.365,916363,2024-09-15,2024-09-21,Twin Lakes Reservoir </br> 2.2%
Sep-15-2024 to Sep-21-2024,CO,Trinidad Lake,1.97,37.13644,-104.576,936750,2024-09-15,2024-09-21,Trinidad Lake </br> 1.97%
Sep-15-2024 to Sep-21-2024,CO,Lake Henry,82.06,38.26428,-103.709,975120,2024-09-15,2024-09-21,Lake Henry </br> 82.06%
Sep-15-2024 to Sep-21-2024,CO,Lake Meredith,79.46,38.19088,-103.703,975154,2024-09-15,2024-09-21,Lake Meredith </br> 79.46%
Sep-15-2024 to Sep-21-2024,TX,Lake A,0.87,33.10272,-95.0664,1010018,2024-09-15,2024-09-21,Lake A </br> 0.87%
Sep-15-2024 to Sep-21-2024,TX,Lake Cypress Springs,46.3,33.05924,-95.1886,1010164,2024-09-15,2024-09-21,Lake Cypress Springs </br> 46.3%
Sep-15-2024 to Sep-21-2024,TX,Lake O' the Pines,16.3,32.80087,-94.6107,1010832,2024-09-15,2024-09-21,Lake O' the Pines </br> 16.3%
Sep-15-2024 to Sep-21-2024,ME,Spencer Pond,1.74,45.74255,-69.5687,1021378,2024-09-15,2024-09-21,Spencer Pond </br> 1.74%
Sep-15-2024 to Sep-21-2024,ME,First Roach Pond,1.57,45.65463,-69.3792,1021504,2024-09-15,2024-09-21,First Roach Pond </br> 1.57%
Sep-15-2024 to Sep-21-2024,ME,Mountain View Pond,2.28,45.51955,-69.6901,1021692,2024-09-15,2024-09-21,Mountain View Pond </br> 2.28%
Sep-15-2024 to Sep-21-2024,ME,Long Pond,2.04,45.62674,-70.0871,1023054,2024-09-15,2024-09-21,Long Pond </br> 2.04%
Sep-15-2024 to Sep-21-2024,ME,Wood Pond,1.47,45.61972,-70.2776,1023066,2024-09-15,2024-09-21,Wood Pond </br> 1.47%
Sep-15-2024 to Sep-21-2024,ME,Attean Pond,1.35,45.56945,-70.2854,1023120,2024-09-15,2024-09-21,Attean Pond </br> 1.35%
Sep-15-2024 to Sep-21-2024,ME,Joes Hole,4.55,45.30665,-69.8405,1024266,2024-09-15,2024-09-21,Joes Hole </br> 4.55%
Sep-15-2024 to Sep-21-2024,ME,Fish Pond,2.54,45.40137,-70.2919,1031381,2024-09-15,2024-09-21,Fish Pond </br> 2.54%
Sep-15-2024 to Sep-21-2024,ME,Flagstaff Lake,1.59,45.19867,-70.3081,1031669,2024-09-15,2024-09-21,Flagstaff Lake </br> 1.59%
Sep-15-2024 to Sep-21-2024,ME,West Carry Pond,3.18,45.16877,-70.1111,1031729,2024-09-15,2024-09-21,West Carry Pond </br> 3.18%
Sep-15-2024 to Sep-21-2024,GA,Lake Sinclair,2.25,33.20784,-83.2584,1054153,2024-09-15,2024-09-21,Lake Sinclair </br> 2.25%
Sep-15-2024 to Sep-21-2024,MN,White Bear Lake,1.93,45.0773,-92.9805,1097324,2024-09-15,2024-09-21,White Bear Lake </br> 1.93%
Sep-15-2024 to Sep-21-2024,MN,Coon Lake,3.25,45.30549,-93.1664,1098396,2024-09-15,2024-09-21,Coon Lake </br> 3.25%
Sep-15-2024 to Sep-21-2024,MN,Bald Eagle Lake,34.63,45.11416,-93.0156,1099052,2024-09-15,2024-09-21,Bald Eagle Lake </br> 34.63%
Sep-15-2024 to Sep-21-2024,MN,Lower Lake (Lake Minnetonka),2.06,44.93976,-93.556,1101590,2024-09-15,2024-09-21,Lower Lake (Lake Minnetonka) </br> 2.06%
Sep-15-2024 to Sep-21-2024,MN,West Arm (Lake Minnetonka),80.17,44.94627,-93.6429,1101642,2024-09-15,2024-09-21,West Arm (Lake Minnetonka) </br> 80.17%
Sep-15-2024 to Sep-21-2024,MN,Lake Calhoun,4.55,44.9418,-93.3118,1101684,2024-09-15,2024-09-21,Lake Calhoun </br> 4.55%
Sep-15-2024 to Sep-21-2024,MN,Lake Minnetonka,3.72,44.91341,-93.6393,1101734,2024-09-15,2024-09-21,Lake Minnetonka </br> 3.72%
Sep-15-2024 to Sep-21-2024,TX,B A Steinhagen Lake,3.41,30.85543,-94.1948,1111211,2024-09-15,2024-09-21,B A Steinhagen Lake </br> 3.41%
Sep-15-2024 to Sep-21-2024,TX,Lake Sulphur Springs,5.93,33.17231,-95.629,1122789,2024-09-15,2024-09-21,Lake Sulphur Springs </br> 5.93%
Sep-15-2024 to Sep-21-2024,TX,Wright Patman Lake,42.24,33.27829,-94.2707,1127701,2024-09-15,2024-09-21,Wright Patman Lake </br> 42.24%
Sep-15-2024 to Sep-21-2024,TX,Goss Lake,2.65,33.27757,-94.0697,1127853,2024-09-15,2024-09-21,Goss Lake </br> 2.65%
Sep-15-2024 to Sep-21-2024,TX,River Crest Reservoir,90.54,33.39157,-95.1555,1128997,2024-09-15,2024-09-21,River Crest Reservoir </br> 90.54%
Sep-15-2024 to Sep-21-2024,LA,Black Bayou Lake,1.53,32.91292,-93.95,1135442,2024-09-15,2024-09-21,Black Bayou Lake </br> 1.53%
Sep-15-2024 to Sep-21-2024,TX,Lake Tyler,3.59,32.23912,-95.1512,1147787,2024-09-15,2024-09-21,Lake Tyler </br> 3.59%
Sep-15-2024 to Sep-21-2024,TX,Lake Striker,2.31,31.95969,-94.989,1148575,2024-09-15,2024-09-21,Lake Striker </br> 2.31%
Sep-15-2024 to Sep-21-2024,TX,Lake Nacogdoches,1.81,31.62249,-94.8184,1149471,2024-09-15,2024-09-21,Lake Nacogdoches </br> 1.81%
Sep-15-2024 to Sep-21-2024,TX,Ester Lake,2.92,31.21716,-94.2536,1158647,2024-09-15,2024-09-21,Ester Lake </br> 2.92%
Sep-15-2024 to Sep-21-2024,TX,Kurth Lake,6.31,31.44449,-94.691,1158651,2024-09-15,2024-09-21,Kurth Lake </br> 6.31%
Sep-15-2024 to Sep-21-2024,CO,Williams Fork Reservoir,2.52,40.01526,-106.21,1230577,2024-09-15,2024-09-21,Williams Fork Reservoir </br> 2.52%
Sep-15-2024 to Sep-21-2024,CO,Grand Lake,3.08,40.23162,-105.835,1233435,2024-09-15,2024-09-21,Grand Lake </br> 3.08%
Sep-15-2024 to Sep-21-2024,CO,Lake Granby,1.1,40.15546,-105.849,1233515,2024-09-15,2024-09-21,Lake Granby </br> 1.1%
Sep-15-2024 to Sep-21-2024,TX,White Rock Lake,21.41,32.83606,-96.7226,1259469,2024-09-15,2024-09-21,White Rock Lake </br> 21.41%
Sep-15-2024 to Sep-21-2024,TX,Trinidad Lake,94.74,32.1175,-96.0936,1262105,2024-09-15,2024-09-21,Trinidad Lake </br> 94.74%
Sep-15-2024 to Sep-21-2024,TX,Lake Worth,83.89,32.80908,-97.4615,1267710,2024-09-15,2024-09-21,Lake Worth </br> 83.89%
Sep-15-2024 to Sep-21-2024,TX,Lake Weatherford,93.95,32.78419,-97.6875,1267786,2024-09-15,2024-09-21,Lake Weatherford </br> 93.95%
Sep-15-2024 to Sep-21-2024,TX,Lake Arlington,75.16,32.70435,-97.2132,1267898,2024-09-15,2024-09-21,Lake Arlington </br> 75.16%
Sep-15-2024 to Sep-21-2024,TX,Benbrook Lake,33.2,32.62671,-97.4682,1267968,2024-09-15,2024-09-21,Benbrook Lake </br> 33.2%
Sep-15-2024 to Sep-21-2024,TX,Mountain Creek Lake,90.6,32.71806,-96.9614,1269548,2024-09-15,2024-09-21,Mountain Creek Lake </br> 90.6%
Sep-15-2024 to Sep-21-2024,TX,Lavon Lake,66.13,33.10404,-96.4712,1291638,2024-09-15,2024-09-21,Lavon Lake </br> 66.13%
Sep-15-2024 to Sep-21-2024,TX,New Terrell City Lake,86.53,32.74228,-96.1728,1296744,2024-09-15,2024-09-21,New Terrell City Lake </br> 86.53%
Sep-15-2024 to Sep-21-2024,TX,Lake Bridgeport,2.52,33.21846,-97.8659,1304891,2024-09-15,2024-09-21,Lake Bridgeport </br> 2.52%
Sep-15-2024 to Sep-21-2024,CO,Green Mountain Reservoir,2.87,39.87126,-106.285,1311881,2024-09-15,2024-09-21,Green Mountain Reservoir </br> 2.87%
Sep-15-2024 to Sep-21-2024,CO,Dillon Reservoir,3.67,39.60147,-106.058,1312051,2024-09-15,2024-09-21,Dillon Reservoir </br> 3.67%
Sep-15-2024 to Sep-21-2024,CO,Taylor Park Reservoir,2.8,38.83539,-106.58,1332558,2024-09-15,2024-09-21,Taylor Park Reservoir </br> 2.8%
Sep-15-2024 to Sep-21-2024,CO,Steamboat Lake,30.63,40.79592,-106.965,1353298,2024-09-15,2024-09-21,Steamboat Lake </br> 30.63%
Sep-15-2024 to Sep-21-2024,UT,Pelican Lake,2.53,40.19259,-109.682,1371518,2024-09-15,2024-09-21,Pelican Lake </br> 2.53%
Sep-15-2024 to Sep-21-2024,AZ,Many Farms Lake,9.37,36.35332,-109.583,1408803,2024-09-15,2024-09-21,Many Farms Lake </br> 9.37%
Sep-15-2024 to Sep-21-2024,TX,Bardwell Lake,87.02,32.28141,-96.6641,1445978,2024-09-15,2024-09-21,Bardwell Lake </br> 87.02%
Sep-15-2024 to Sep-21-2024,TX,Fairfield Lake,7.71,31.79518,-96.062,1454297,2024-09-15,2024-09-21,Fairfield Lake </br> 7.71%
Sep-15-2024 to Sep-21-2024,TX,Houston County Lake,7.96,31.41438,-95.5776,1455553,2024-09-15,2024-09-21,Houston County Lake </br> 7.96%
Sep-15-2024 to Sep-21-2024,TX,Lewis Creek Reservoir,1.61,30.43564,-95.5352,1466524,2024-09-15,2024-09-21,Lewis Creek Reservoir </br> 1.61%
Sep-15-2024 to Sep-21-2024,TX,Sabine Lake,70.2,29.89961,-93.8889,1475947,2024-09-15,2024-09-21,Sabine Lake </br> 70.2%
Sep-15-2024 to Sep-21-2024,TX,Knight Lake,23.09,29.70597,-93.9862,1476649,2024-09-15,2024-09-21,Knight Lake </br> 23.09%
Sep-15-2024 to Sep-21-2024,TX,Sabine Lake,1.93,29.88602,-93.8433,1477365,2024-09-15,2024-09-21,Sabine Lake </br> 1.93%
Sep-15-2024 to Sep-21-2024,TX,Clam Lake,3.34,29.68687,-94.0986,1478803,2024-09-15,2024-09-21,Clam Lake </br> 3.34%
Sep-15-2024 to Sep-21-2024,TX,Woodlands Golf Course Lake,13.52,30.7671,-95.1656,1492358,2024-09-15,2024-09-21,Woodlands Golf Course Lake </br> 13.52%
Sep-15-2024 to Sep-21-2024,TX,Lake Charlotte,88.73,29.868,-94.7257,1514105,2024-09-15,2024-09-21,Lake Charlotte </br> 88.73%
Sep-15-2024 to Sep-21-2024,TX,Lost Lake,73.73,29.85921,-94.7835,1514129,2024-09-15,2024-09-21,Lost Lake </br> 73.73%
Sep-15-2024 to Sep-21-2024,TX,Lake Anahuac,86.11,29.80275,-94.684,1514219,2024-09-15,2024-09-21,Lake Anahuac </br> 86.11%
Sep-15-2024 to Sep-21-2024,TX,Cotton Lake,88.42,29.79816,-94.8073,1514331,2024-09-15,2024-09-21,Cotton Lake </br> 88.42%
Sep-15-2024 to Sep-21-2024,TX,Wet Marsh Pond,5.87,29.77277,-94.8163,1514367,2024-09-15,2024-09-21,Wet Marsh Pond </br> 5.87%
Sep-15-2024 to Sep-21-2024,TX,Robinson Lake,63.61,29.58477,-94.5971,1523391,2024-09-15,2024-09-21,Robinson Lake </br> 63.61%
Sep-15-2024 to Sep-21-2024,TX,Lake Surprise,96.47,29.55322,-94.6808,1523509,2024-09-15,2024-09-21,Lake Surprise </br> 96.47%
Sep-15-2024 to Sep-21-2024,CO,Lake Pueblo,2.01,38.26593,-104.753,1531545,2024-09-15,2024-09-21,Lake Pueblo </br> 2.01%
Sep-15-2024 to Sep-21-2024,TX,Clear Lake,75.42,29.55251,-95.061,1562034,2024-09-15,2024-09-21,Clear Lake </br> 75.42%
Sep-15-2024 to Sep-21-2024,TX,Galveston County Industrial Water Reservoir,29.97,29.4387,-94.9747,1573030,2024-09-15,2024-09-21,Galveston County Industrial Water Reservoir </br> 29.97%
Sep-15-2024 to Sep-21-2024,TX,Oyster Lake,3.4,29.12179,-95.1749,1573668,2024-09-15,2024-09-21,Oyster Lake </br> 3.4%
Sep-15-2024 to Sep-21-2024,TX,Salt Lake,6.82,29.03822,-95.2555,1573900,2024-09-15,2024-09-21,Salt Lake </br> 6.82%
Sep-15-2024 to Sep-21-2024,CO,Adobe Creek Reservoir,68.62,38.26192,-103.246,1593551,2024-09-15,2024-09-21,Adobe Creek Reservoir </br> 68.62%
Sep-15-2024 to Sep-21-2024,CO,Neegronda Reservoir,26.51,38.30302,-102.755,1594371,2024-09-15,2024-09-21,Neegronda Reservoir </br> 26.51%
Sep-15-2024 to Sep-21-2024,CO,Queen Reservoir,87.29,38.29501,-102.65,1594373,2024-09-15,2024-09-21,Queen Reservoir </br> 87.29%
Sep-15-2024 to Sep-21-2024,TX,Cowtrap Lake,10.7,28.85446,-95.5224,1613786,2024-09-15,2024-09-21,Cowtrap Lake </br> 10.7%
Sep-15-2024 to Sep-21-2024,TX,Lake Austin,56.3,28.7926,-95.7929,1613898,2024-09-15,2024-09-21,Lake Austin </br> 56.3%
Sep-15-2024 to Sep-21-2024,ME,Rowe Pond,1.66,46.20594,-69.6062,1698272,2024-09-15,2024-09-21,Rowe Pond </br> 1.66%
Sep-15-2024 to Sep-21-2024,ME,Shallow Lake,70.69,46.22598,-69.4799,1698278,2024-09-15,2024-09-21,Shallow Lake </br> 70.69%
Sep-15-2024 to Sep-21-2024,ME,Umbbazooksus Lake,1.2,46.16857,-69.3775,1698316,2024-09-15,2024-09-21,Umbbazooksus Lake </br> 1.2%
Sep-15-2024 to Sep-21-2024,ME,Loon Lake,2.93,46.14701,-69.6392,1698322,2024-09-15,2024-09-21,Loon Lake </br> 2.93%
Sep-15-2024 to Sep-21-2024,ME,Longley Pond,1.79,46.16018,-69.4388,1698326,2024-09-15,2024-09-21,Longley Pond </br> 1.79%
Sep-15-2024 to Sep-21-2024,ME,Nesowadnehunk Lake,1.47,46.04055,-69.096,1698422,2024-09-15,2024-09-21,Nesowadnehunk Lake </br> 1.47%
Sep-15-2024 to Sep-21-2024,ME,Millinocket Lake,1.12,45.75953,-68.7944,1699384,2024-09-15,2024-09-21,Millinocket Lake </br> 1.12%
Sep-15-2024 to Sep-21-2024,ME,Dolby Pond,1.21,45.65227,-68.6306,1699482,2024-09-15,2024-09-21,Dolby Pond </br> 1.21%
Sep-15-2024 to Sep-21-2024,ME,Upper Jo-Mary Lake,0.83,45.60065,-68.962,1699556,2024-09-15,2024-09-21,Upper Jo-Mary Lake </br> 0.83%
Sep-15-2024 to Sep-21-2024,ME,Mud Pond,1.41,45.96272,-69.2872,1700848,2024-09-15,2024-09-21,Mud Pond </br> 1.41%
Sep-15-2024 to Sep-21-2024,ME,Harrington Lake,1.34,45.93605,-69.1621,1700856,2024-09-15,2024-09-21,Harrington Lake </br> 1.34%
Sep-15-2024 to Sep-21-2024,ME,Seboomook Lake,3.23,45.91353,-69.848,1700864,2024-09-15,2024-09-21,Seboomook Lake </br> 3.23%
Sep-15-2024 to Sep-21-2024,ME,Lobster Lake,1.32,45.85474,-69.5238,1700982,2024-09-15,2024-09-21,Lobster Lake </br> 1.32%
Sep-15-2024 to Sep-21-2024,ME,Ragged Lake,1.54,45.82058,-69.3758,1701002,2024-09-15,2024-09-21,Ragged Lake </br> 1.54%
Sep-15-2024 to Sep-21-2024,ME,Rainbow Lake,1.98,45.82396,-69.1166,1701038,2024-09-15,2024-09-21,Rainbow Lake </br> 1.98%
Sep-15-2024 to Sep-21-2024,ME,Third Debsconeag Lake,0.67,45.75816,-69.0303,1701156,2024-09-15,2024-09-21,Third Debsconeag Lake </br> 0.67%
Sep-15-2024 to Sep-21-2024,ME,Grand Lake Seboeis,0.73,46.29646,-68.6503,1710508,2024-09-15,2024-09-21,Grand Lake Seboeis </br> 0.73%
